record_id,date,year,month,province,region,energy_type,installed_capacity_mw,generation_gwh,utilization_hours,average_temperature_c,precipitation_mm,wind_speed_m_s,solar_radiation_kwh_m2,grid_connection_rate_pct,investment_million_cny,policy_support_level
RE00725,2022-05-01,2022,5,云南,西南,风电,4117.53,482.71,130.08,24.56,72.28,3.41,189.14,92.35,253.73,中
RE00743,2022-06-01,2022,6,云南,西南,风电,4127.4,490.74,125.84,27.54,100.64,3.09,187.36,92.98,274.81,中
RE00761,2022-07-01,2022,7,云南,西南,风电,4179.64,536.91,140.18,30.75,120.82,4.1,170.4,91.73,207.96,中
RE00779,2022-08-01,2022,8,云南,西南,风电,4207.77,453.63,113.57,28.03,141.0,2.85,158.12,93.84,237.25,中
RE00797,2022-09-01,2022,9,云南,西南,风电,4280.94,559.91,140.2,22.48,141.33,3.85,145.47,91.38,179.96,中
RE00815,2022-10-01,2022,10,云南,西南,风电,4187.57,550.56,144.66,20.03,103.81,3.48,104.69,92.35,203.96,中
RE00833,2022-11-01,2022,11,云南,西南,风电,4290.02,630.83,157.04,15.21,108.76,4.44,98.34,93.98,209.82,中
RE00851,2022-12-01,2022,12,云南,西南,风电,4328.06,648.89,161.52,6.7,66.08,4.9,110.74,90.69,218.46,中
RE00869,2023-01-01,2023,1,云南,西南,风电,4443.01,594.15,142.35,5.93,37.02,4.85,94.94,93.3,186.87,中
RE00887,2023-02-01,2023,2,云南,西南,风电,4464.26,635.34,151.59,9.41,39.4,4.31,125.27,93.31,270.08,中
RE00905,2023-03-01,2023,3,云南,西南,风电,4426.29,714.55,176.09,9.66,41.81,5.54,143.67,93.09,210.49,中
RE00923,2023-04-01,2023,4,云南,西南,风电,4520.26,660.43,159.31,14.82,69.9,4.49,171.34,92.08,215.86,中
RE00941,2023-05-01,2023,5,云南,西南,风电,4616.54,586.76,133.79,21.96,76.19,4.21,204.78,91.9,198.42,中
RE00959,2023-06-01,2023,6,云南,西南,风电,4616.85,529.02,120.08,27.98,90.83,3.04,198.61,95.49,274.25,中
RE00977,2023-07-01,2023,7,云南,西南,风电,4659.0,516.89,118.17,28.24,109.77,3.67,169.77,92.88,198.14,中
RE00995,2023-08-01,2023,8,云南,西南,风电,4723.02,486.17,110.23,25.28,141.04,3.11,174.29,93.84,201.83,中
RE01013,2023-09-01,2023,9,云南,西南,风电,4793.58,593.69,128.13,20.98,102.48,3.67,143.6,94.7,303.12,中
RE01031,2023-10-01,2023,10,云南,西南,风电,4847.28,592.59,131.59,17.33,97.47,4.18,113.74,91.97,215.62,中
RE01049,2023-11-01,2023,11,云南,西南,风电,4857.89,648.93,146.25,11.68,98.06,4.31,89.85,93.95,269.89,中
RE01067,2023-12-01,2023,12,云南,西南,风电,4778.71,606.44,137.11,8.75,56.41,3.34,83.07,92.42,274.36,中
RE01085,2024-01-01,2024,1,云南,西南,风电,4655.39,667.07,152.36,7.71,48.99,4.44,110.16,95.63,232.86,中
RE01103,2024-02-01,2024,2,云南,西南,风电,4905.83,872.85,183.65,8.57,17.53,4.63,105.47,95.34,253.86,中
RE01121,2024-03-01,2024,3,云南,西南,风电,5049.41,866.11,179.76,12.21,50.81,5.28,143.06,95.44,247.6,中
RE01139,2024-04-01,2024,4,云南,西南,风电,4984.85,579.05,124.7,18.78,72.55,3.98,171.16,92.42,277.81,中
RE01157,2024-05-01,2024,5,云南,西南,风电,5122.31,562.23,121.4,24.2,116.81,3.51,184.12,93.37,263.24,中
RE01175,2024-06-01,2024,6,云南,西南,风电,5216.88,682.56,133.48,22.47,83.02,3.57,200.22,94.91,222.0,中
RE01193,2024-07-01,2024,7,云南,西南,风电,5088.78,576.95,117.59,27.31,127.82,3.07,188.4,93.86,284.08,中
RE01211,2024-08-01,2024,8,云南,西南,风电,5315.87,780.48,153.03,28.17,128.9,4.44,187.56,93.89,318.07,中
RE01229,2024-09-01,2024,9,云南,西南,风电,5412.7,578.21,114.34,23.74,148.0,2.88,144.32,92.88,353.63,中
RE01247,2024-10-01,2024,10,云南,西南,风电,5499.73,619.69,118.33,14.62,100.45,3.59,106.88,94.54,276.17,中
RE01265,2024-11-01,2024,11,云南,西南,风电,5425.67,865.97,170.46,13.05,84.27,4.77,81.98,94.21,250.74,中
RE01283,2024-12-01,2024,12,云南,西南,风电,5674.98,719.12,134.77,6.11,75.6,4.11,117.48,94.3,331.7,中
RE01301,2025-01-01,2025,1,云南,西南,风电,5510.28,948.55,184.05,8.37,62.01,5.28,95.94,94.2,296.92,高
RE01319,2025-02-01,2025,2,云南,西南,风电,5537.57,749.31,137.52,10.31,55.07,4.93,119.78,96.44,252.48,高
RE01337,2025-03-01,2025,3,云南,西南,风电,5744.31,1012.71,189.46,9.61,37.53,5.82,139.88,95.51,343.94,高
RE01355,2025-04-01,2025,4,云南,西南,风电,5781.21,924.8,169.03,20.53,84.48,4.62,180.31,96.04,292.42,高
RE01373,2025-05-01,2025,5,云南,西南,风电,5817.11,874.51,157.24,22.08,113.69,3.99,177.11,96.33,325.28,高
RE01391,2025-06-01,2025,6,云南,西南,风电,5692.15,595.12,107.19,27.97,114.76,2.78,192.61,94.63,222.0,高
RE01409,2025-07-01,2025,7,云南,西南,风电,5679.5,480.14,90.46,30.23,149.82,2.68,171.42,93.91,332.58,高
RE01427,2025-08-01,2025,8,云南,西南,风电,5860.52,716.11,121.92,24.28,138.39,2.96,176.68,98.97,294.78,高
RE01445,2025-09-01,2025,9,云南,西南,风电,5995.5,823.87,140.07,22.51,110.9,3.33,163.93,95.73,376.68,高
RE01463,2025-10-01,2025,10,云南,西南,风电,5945.49,715.13,128.56,18.07,97.85,3.88,114.56,94.92,368.17,高
RE01481,2025-11-01,2025,11,云南,西南,风电,5920.02,747.96,138.5,13.73,75.67,4.49,100.44,95.03,289.72,高
RE01499,2025-12-01,2025,12,云南,西南,风电,6206.4,770.42,132.36,7.59,56.57,4.36,99.61,93.29,284.87,高
RE00007,2019-01-01,2019,1,内蒙古,华北,光伏,9142.2,1010.69,121.4,-2.66,9.06,8.9,109.61,89.43,529.42,低
RE00025,2019-02-01,2019,2,内蒙古,华北,光伏,9059.32,1131.86,139.2,-5.58,27.82,8.85,133.5,88.4,489.65,低
RE00043,2019-03-01,2019,3,内蒙古,华北,光伏,9147.29,1142.75,139.54,1.33,0.0,8.68,127.58,89.1,471.6,低
RE00061,2019-04-01,2019,4,内蒙古,华北,光伏,9581.69,1381.94,165.87,7.41,28.95,8.35,177.69,89.71,405.99,低
RE00079,2019-05-01,2019,5,内蒙古,华北,光伏,9636.7,1565.11,184.41,11.49,21.79,7.26,209.41,88.61,566.55,低
RE00097,2019-06-01,2019,6,内蒙古,华北,光伏,9455.57,1389.01,160.93,15.59,46.8,6.55,182.7,90.64,609.69,低
RE00115,2019-07-01,2019,7,内蒙古,华北,光伏,9963.05,1473.55,165.27,17.75,68.37,5.87,201.83,90.17,441.98,低
RE00133,2019-08-01,2019,8,内蒙古,华北,光伏,9658.14,1378.28,162.12,18.38,23.24,5.17,178.39,88.23,591.07,低
RE00151,2019-09-01,2019,9,内蒙古,华北,光伏,10084.73,1251.73,139.89,13.09,58.71,5.87,149.16,89.24,573.79,低
RE00169,2019-10-01,2019,10,内蒙古,华北,光伏,10573.13,1311.9,137.85,9.44,7.28,6.07,116.17,89.56,690.28,低
RE00187,2019-11-01,2019,11,内蒙古,华北,光伏,10631.07,1243.36,130.46,-1.96,54.65,6.99,103.36,88.11,664.28,低
RE00205,2019-12-01,2019,12,内蒙古,华北,光伏,10821.67,1239.54,128.12,-1.64,48.52,7.01,109.96,89.41,613.09,低
RE00223,2020-01-01,2020,1,内蒙古,华北,光伏,10897.84,1243.94,123.39,-6.68,10.66,8.29,122.7,90.83,649.52,中
RE00241,2020-02-01,2020,2,内蒙古,华北,光伏,11026.57,1228.94,127.87,-1.44,24.91,8.67,125.58,89.6,571.91,中
RE00259,2020-03-01,2020,3,内蒙古,华北,光伏,11231.54,1369.34,133.48,2.42,22.17,8.37,135.93,91.72,659.08,中
RE00277,2020-04-01,2020,4,内蒙古,华北,光伏,11546.02,1618.06,158.5,6.44,21.96,7.38,160.45,90.72,651.4,中
RE00295,2020-05-01,2020,5,内蒙古,华北,光伏,11371.69,1831.02,180.29,13.02,31.7,6.99,204.31,88.22,622.4,中
RE00313,2020-06-01,2020,6,内蒙古,华北,光伏,11552.68,1762.67,171.03,17.13,32.7,7.78,193.78,89.4,738.55,中
RE00331,2020-07-01,2020,7,内蒙古,华北,光伏,12249.9,1825.35,166.98,20.59,25.9,4.55,186.37,89.75,717.81,中
RE00349,2020-08-01,2020,8,内蒙古,华北,光伏,11959.19,1771.41,166.67,19.04,54.86,4.71,173.35,90.43,541.73,中
RE00367,2020-09-01,2020,9,内蒙古,华北,光伏,12352.23,1614.53,143.46,13.02,40.91,5.71,144.77,91.74,638.86,中
RE00385,2020-10-01,2020,10,内蒙古,华北,光伏,12771.92,1532.68,126.48,7.94,57.82,7.0,117.75,92.66,725.71,中
RE00403,2020-11-01,2020,11,内蒙古,华北,光伏,12617.37,1306.87,114.22,-0.59,33.31,7.59,96.86,91.43,671.6,中
RE00421,2020-12-01,2020,12,内蒙古,华北,光伏,13151.1,1492.81,129.59,1.33,0.0,6.88,94.07,88.44,666.04,中
RE00439,2021-01-01,2021,1,内蒙古,华北,光伏,13181.0,1629.54,133.0,-0.72,27.91,8.65,100.62,93.63,751.4,中
RE00457,2021-02-01,2021,2,内蒙古,华北,光伏,13113.26,1559.94,131.66,-3.63,29.27,9.32,123.16,90.63,647.38,中
RE00475,2021-03-01,2021,3,内蒙古,华北,光伏,13518.94,1732.38,143.77,4.58,16.06,8.55,130.96,88.4,773.26,中
RE00493,2021-04-01,2021,4,内蒙古,华北,光伏,13359.66,2203.41,181.43,7.92,25.71,7.87,178.97,89.87,742.05,中
RE00511,2021-05-01,2021,5,内蒙古,华北,光伏,13528.18,2128.55,170.38,10.7,41.92,6.53,185.69,91.66,727.01,中
RE00529,2021-06-01,2021,6,内蒙古,华北,光伏,14088.43,2245.02,177.15,17.4,25.3,6.33,208.41,91.35,650.89,中
RE00547,2021-07-01,2021,7,内蒙古,华北,光伏,14040.54,2316.36,179.25,19.31,34.52,5.17,182.87,92.74,848.86,中
RE00565,2021-08-01,2021,8,内蒙古,华北,光伏,14320.69,2117.86,175.58,16.5,44.66,5.92,188.16,91.48,842.81,中
RE00583,2021-09-01,2021,9,内蒙古,华北,光伏,14649.71,1919.36,147.74,13.08,31.48,5.63,153.36,89.71,924.34,中
RE00601,2021-10-01,2021,10,内蒙古,华北,光伏,15226.14,1925.07,138.08,7.53,37.83,5.42,131.58,92.25,693.96,中
RE00619,2021-11-01,2021,11,内蒙古,华北,光伏,15600.21,1748.07,124.72,2.44,21.04,7.04,97.28,90.41,896.96,中
RE00637,2021-12-01,2021,12,内蒙古,华北,光伏,15615.18,1520.89,105.94,-0.62,42.02,7.63,94.27,90.98,783.9,中
RE00655,2022-01-01,2022,1,内蒙古,华北,光伏,15877.48,1904.96,127.75,-3.84,19.21,8.99,92.97,92.65,887.2,中
RE00673,2022-02-01,2022,2,内蒙古,华北,光伏,15905.73,1986.69,135.65,-2.15,23.35,8.34,130.13,93.08,862.43,中
RE00691,2022-03-01,2022,3,内蒙古,华北,光伏,16214.04,2208.11,148.49,2.88,16.76,8.85,149.3,92.97,750.34,中
RE00709,2022-04-01,2022,4,内蒙古,华北,光伏,16682.49,2504.3,162.34,6.81,21.39,8.28,181.06,92.6,725.33,中
RE00727,2022-05-01,2022,5,内蒙古,华北,光伏,17381.1,2891.11,174.7,13.89,56.34,7.46,192.52,94.05,890.01,中
RE00745,2022-06-01,2022,6,内蒙古,华北,光伏,17040.21,2702.71,174.11,15.06,38.22,5.89,186.83,93.39,1190.39,中
RE00763,2022-07-01,2022,7,内蒙古,华北,光伏,17542.94,3097.6,188.24,16.37,16.7,5.63,206.9,92.56,1020.43,中
RE00781,2022-08-01,2022,8,内蒙古,华北,光伏,18084.94,2701.52,158.52,16.66,48.31,5.49,174.94,91.81,991.39,中
RE00799,2022-09-01,2022,9,内蒙古,华北,光伏,17483.65,2174.37,132.76,13.01,37.44,5.46,141.43,93.81,848.53,中
RE00817,2022-10-01,2022,10,内蒙古,华北,光伏,17487.29,2009.63,122.87,7.48,17.02,6.12,108.0,93.76,727.4,中
RE00835,2022-11-01,2022,11,内蒙古,华北,光伏,17941.44,2037.38,123.4,1.8,22.89,6.46,108.54,92.89,931.44,中
RE00853,2022-12-01,2022,12,内蒙古,华北,光伏,18193.01,2136.04,126.19,-2.98,0.72,6.5,81.88,92.62,754.96,中
RE00871,2023-01-01,2023,1,内蒙古,华北,光伏,19072.1,2493.08,142.79,-4.66,37.91,9.22,115.57,92.67,858.8,高
RE00889,2023-02-01,2023,2,内蒙古,华北,光伏,18905.23,2619.17,148.65,0.84,22.65,8.22,132.71,93.6,1211.89,高
RE00907,2023-03-01,2023,3,内蒙古,华北,光伏,19769.19,2679.19,148.08,3.57,18.74,7.77,162.29,92.03,888.26,高
RE00925,2023-04-01,2023,4,内蒙古,华北,光伏,19614.46,3272.82,178.28,6.64,2.48,7.71,185.43,95.29,1097.3,高
RE00943,2023-05-01,2023,5,内蒙古,华北,光伏,20333.49,3064.71,164.0,11.69,43.86,6.99,182.49,94.01,1242.95,高
RE00961,2023-06-01,2023,6,内蒙古,华北,光伏,20270.04,3341.07,176.2,17.9,30.13,6.7,182.71,92.8,1171.92,高
RE00979,2023-07-01,2023,7,内蒙古,华北,光伏,21075.56,3239.17,171.2,15.18,59.27,5.43,192.06,92.67,923.12,高
RE00997,2023-08-01,2023,8,内蒙古,华北,光伏,21318.92,3455.62,171.26,16.79,48.25,5.8,182.27,93.13,1167.78,高
RE01015,2023-09-01,2023,9,内蒙古,华北,光伏,21381.47,2805.16,143.71,13.57,35.52,5.94,135.26,93.42,1097.08,高
RE01033,2023-10-01,2023,10,内蒙古,华北,光伏,22154.74,2658.21,130.33,7.13,68.31,7.14,117.67,94.09,1002.16,高
RE01051,2023-11-01,2023,11,内蒙古,华北,光伏,22173.81,2370.13,114.86,0.61,18.89,7.17,99.99,93.72,1412.82,高
RE01069,2023-12-01,2023,12,内蒙古,华北,光伏,22686.47,2545.86,121.58,-2.24,13.41,6.71,95.53,92.6,1079.2,高
RE01087,2024-01-01,2024,1,内蒙古,华北,光伏,23047.14,2874.03,134.71,-6.99,8.78,7.64,99.17,94.19,1201.51,高
RE01105,2024-02-01,2024,2,内蒙古,华北,光伏,22823.82,2931.05,136.38,-2.62,0.92,8.68,114.72,94.56,1310.91,高
RE01123,2024-03-01,2024,3,内蒙古,华北,光伏,23683.74,3467.63,148.47,2.89,4.74,8.23,147.93,96.66,970.06,高
RE01141,2024-04-01,2024,4,内蒙古,华北,光伏,23576.68,3512.59,153.53,7.7,41.47,7.18,171.93,95.28,1278.19,高
RE01159,2024-05-01,2024,5,内蒙古,华北,光伏,23798.88,3659.97,163.34,11.37,21.62,7.09,189.5,93.18,1575.51,高
RE01177,2024-06-01,2024,6,内蒙古,华北,光伏,24830.23,4151.33,175.74,15.04,20.62,6.09,192.23,94.19,1034.88,高
RE01195,2024-07-01,2024,7,内蒙古,华北,光伏,25434.75,4209.67,175.64,19.0,44.76,6.69,197.58,95.12,1423.28,高
RE01213,2024-08-01,2024,8,内蒙古,华北,光伏,26021.01,3512.7,142.75,15.81,63.95,5.67,157.46,94.09,1257.99,高
RE01231,2024-09-01,2024,9,内蒙古,华北,光伏,25418.04,3489.11,147.56,11.59,55.98,5.41,151.92,94.41,1053.16,高
RE01249,2024-10-01,2024,10,内蒙古,华北,光伏,25971.24,3470.36,138.75,6.57,35.27,6.99,138.01,95.43,1669.16,高
RE01267,2024-11-01,2024,11,内蒙古,华北,光伏,26815.27,2814.15,113.47,-1.89,37.17,6.66,96.85,93.09,1629.53,高
RE01285,2024-12-01,2024,12,内蒙古,华北,光伏,26573.95,2991.35,117.18,1.3,8.37,7.81,78.55,95.19,1621.86,高
RE01303,2025-01-01,2025,1,内蒙古,华北,光伏,27008.4,3593.03,141.5,-3.9,3.58,8.74,100.36,95.54,1459.28,高
RE01321,2025-02-01,2025,2,内蒙古,华北,光伏,27699.45,3857.75,145.1,0.14,0.0,8.84,130.24,96.75,1394.78,高
RE01339,2025-03-01,2025,3,内蒙古,华北,光伏,29836.05,4563.35,159.35,1.61,17.85,8.6,163.71,97.23,1495.79,高
RE01357,2025-04-01,2025,4,内蒙古,华北,光伏,29513.87,5316.58,175.93,4.23,36.66,7.72,174.89,98.58,1444.55,高
RE01375,2025-05-01,2025,5,内蒙古,华北,光伏,30066.89,4554.86,157.29,12.47,18.08,6.81,173.12,95.47,1602.79,高
RE01393,2025-06-01,2025,6,内蒙古,华北,光伏,29592.66,4957.63,178.12,17.39,26.79,6.16,208.93,93.55,1666.58,高
RE01411,2025-07-01,2025,7,内蒙古,华北,光伏,30126.23,5061.65,170.09,17.58,40.61,6.06,192.23,97.34,1680.65,高
RE01429,2025-08-01,2025,8,内蒙古,华北,光伏,29761.59,4486.92,158.11,16.52,56.56,4.78,179.43,97.85,1688.88,高
RE01447,2025-09-01,2025,9,内蒙古,华北,光伏,31007.38,4231.46,142.62,10.92,47.92,6.1,158.34,96.15,1787.26,高
RE01465,2025-10-01,2025,10,内蒙古,华北,光伏,31511.61,4085.78,130.4,5.12,42.25,5.35,112.98,98.12,1786.64,高
RE01483,2025-11-01,2025,11,内蒙古,华北,光伏,31913.5,3350.51,110.65,-0.42,17.64,6.9,97.72,95.58,1591.73,高
RE01501,2025-12-01,2025,12,内蒙古,华北,光伏,31473.14,3947.4,131.32,-4.29,1.63,7.92,92.99,96.43,1520.63,高
RE00009,2019-01-01,2019,1,内蒙古,华北,水电,914.32,62.16,76.73,-1.39,0.0,7.96,116.56,89.22,35.7,低
RE00027,2019-02-01,2019,2,内蒙古,华北,水电,925.69,81.93,102.01,-2.25,9.49,8.47,126.55,90.12,29.93,低
RE00045,2019-03-01,2019,3,内蒙古,华北,水电,910.78,47.16,55.0,0.41,0.0,7.98,146.83,90.44,28.08,低
RE00063,2019-04-01,2019,4,内蒙古,华北,水电,923.69,99.21,119.93,9.93,39.59,8.07,168.93,89.89,30.33,低
RE00081,2019-05-01,2019,5,内蒙古,华北,水电,914.22,100.94,120.18,13.65,53.18,6.66,197.03,91.42,29.09,低
RE00099,2019-06-01,2019,6,内蒙古,华北,水电,953.47,107.62,125.11,16.46,35.58,6.24,178.13,91.34,46.05,低
RE00117,2019-07-01,2019,7,内蒙古,华北,水电,930.03,103.64,124.28,18.07,64.07,5.3,183.19,90.49,26.93,低
RE00135,2019-08-01,2019,8,内蒙古,华北,水电,928.86,86.32,107.19,17.33,44.73,6.27,153.16,87.72,26.41,低
RE00153,2019-09-01,2019,9,内蒙古,华北,水电,926.63,108.65,132.14,11.13,63.77,4.84,161.51,89.08,32.04,低
RE00171,2019-10-01,2019,10,内蒙古,华北,水电,921.09,94.88,114.69,4.37,28.11,5.49,125.73,91.28,35.57,低
RE00189,2019-11-01,2019,11,内蒙古,华北,水电,932.9,129.0,149.76,5.56,48.04,6.57,114.23,90.21,23.92,低
RE00207,2019-12-01,2019,12,内蒙古,华北,水电,944.83,100.99,120.88,-6.66,27.31,8.48,92.69,88.51,31.72,低
RE00225,2020-01-01,2020,1,内蒙古,华北,水电,965.53,65.83,74.56,-5.55,0.54,7.63,115.44,91.46,36.67,低
RE00243,2020-02-01,2020,2,内蒙古,华北,水电,949.13,93.49,109.87,-2.59,28.57,7.97,118.83,89.75,32.58,低
RE00261,2020-03-01,2020,3,内蒙古,华北,水电,956.96,91.98,105.4,2.88,31.93,7.78,162.23,91.69,36.36,低
RE00279,2020-04-01,2020,4,内蒙古,华北,水电,954.47,94.63,107.59,8.64,29.28,7.87,165.66,91.35,31.01,低
RE00297,2020-05-01,2020,5,内蒙古,华北,水电,965.76,97.04,109.45,15.44,49.64,7.9,193.97,91.05,39.97,低
RE00315,2020-06-01,2020,6,内蒙古,华北,水电,957.63,103.93,123.55,15.76,12.04,4.89,196.37,88.95,28.48,低
RE00333,2020-07-01,2020,7,内蒙古,华北,水电,988.02,136.93,152.97,17.59,75.38,7.24,193.51,91.45,31.38,低
RE00351,2020-08-01,2020,8,内蒙古,华北,水电,948.72,118.56,135.59,16.55,43.39,5.04,177.47,92.14,31.65,低
RE00369,2020-09-01,2020,9,内蒙古,华北,水电,1000.87,103.18,114.4,11.97,45.16,5.42,144.15,90.37,35.71,低
RE00387,2020-10-01,2020,10,内蒙古,华北,水电,967.5,95.76,106.69,7.17,38.02,5.52,114.04,92.15,36.48,低
RE00405,2020-11-01,2020,11,内蒙古,华北,水电,963.15,91.61,107.51,2.04,54.77,7.8,91.31,90.62,38.06,低
RE00423,2020-12-01,2020,12,内蒙古,华北,水电,979.35,100.2,109.5,-2.5,33.88,8.23,96.51,91.93,34.26,低
RE00441,2021-01-01,2021,1,内蒙古,华北,水电,1007.43,94.81,97.52,-4.13,5.96,8.8,97.69,93.77,41.13,中
RE00459,2021-02-01,2021,2,内蒙古,华北,水电,1001.46,109.69,114.9,-4.72,18.28,8.76,118.51,93.89,38.4,中
RE00477,2021-03-01,2021,3,内蒙古,华北,水电,1015.9,107.31,114.11,-2.3,15.61,8.89,137.94,94.56,34.26,中
RE00495,2021-04-01,2021,4,内蒙古,华北,水电,989.45,95.9,106.98,6.36,15.78,8.16,152.81,91.36,30.78,中
RE00513,2021-05-01,2021,5,内蒙古,华北,水电,999.39,87.67,95.36,14.9,39.46,6.7,192.14,91.95,39.65,中
RE00531,2021-06-01,2021,6,内蒙古,华北,水电,1003.9,114.96,120.22,16.67,36.79,5.95,193.4,92.91,34.5,中
RE00549,2021-07-01,2021,7,内蒙古,华北,水电,1026.81,109.73,122.22,18.57,56.56,4.63,187.43,90.28,37.35,中
RE00567,2021-08-01,2021,8,内蒙古,华北,水电,1010.83,130.49,138.07,15.23,71.73,5.22,171.43,92.86,32.87,中
RE00585,2021-09-01,2021,9,内蒙古,华北,水电,1022.85,142.14,155.29,11.01,64.95,6.56,153.33,91.79,42.19,中
RE00603,2021-10-01,2021,10,内蒙古,华北,水电,1033.17,125.41,128.51,7.93,70.87,6.11,123.69,93.67,33.3,中
RE00621,2021-11-01,2021,11,内蒙古,华北,水电,1018.53,101.55,106.64,0.91,39.66,6.93,109.18,92.78,45.04,中
RE00639,2021-12-01,2021,12,内蒙古,华北,水电,1044.51,111.1,116.42,-3.31,42.98,7.85,105.99,93.6,44.6,中
RE00657,2022-01-01,2022,1,内蒙古,华北,水电,1051.11,105.16,107.61,-4.68,20.15,7.97,100.28,93.78,29.97,中
RE00675,2022-02-01,2022,2,内蒙古,华北,水电,1068.63,88.65,89.38,-2.7,0.0,9.09,121.96,93.35,33.81,中
RE00693,2022-03-01,2022,3,内蒙古,华北,水电,1044.67,92.35,94.29,2.51,21.2,9.28,143.4,93.7,35.69,中
RE00711,2022-04-01,2022,4,内蒙古,华北,水电,1036.37,79.92,81.52,7.37,9.4,7.99,173.36,92.25,33.51,中
RE00729,2022-05-01,2022,5,内蒙古,华北,水电,1035.98,115.13,114.82,12.3,43.29,7.31,210.79,96.13,31.9,中
RE00747,2022-06-01,2022,6,内蒙古,华北,水电,1081.54,129.89,124.01,18.7,29.9,7.85,216.3,94.6,36.92,中
RE00765,2022-07-01,2022,7,内蒙古,华北,水电,1041.85,109.95,110.86,19.94,49.22,6.03,194.86,94.04,41.34,中
RE00783,2022-08-01,2022,8,内蒙古,华北,水电,1076.98,118.79,120.53,18.19,57.25,5.97,172.59,92.78,35.3,中
RE00801,2022-09-01,2022,9,内蒙古,华北,水电,1067.55,122.6,124.58,13.24,50.22,5.77,152.33,94.07,34.68,中
RE00819,2022-10-01,2022,10,内蒙古,华北,水电,1095.43,110.46,107.91,2.65,50.3,6.12,114.63,91.86,27.24,中
RE00837,2022-11-01,2022,11,内蒙古,华北,水电,1094.36,111.73,108.69,-0.58,40.15,6.07,106.96,92.94,44.81,中
RE00855,2022-12-01,2022,12,内蒙古,华北,水电,1096.5,109.16,110.04,-3.42,28.47,8.47,93.89,92.29,33.6,中
RE00873,2023-01-01,2023,1,内蒙古,华北,水电,1081.45,138.22,139.03,-0.71,36.38,8.76,109.75,93.96,47.47,中
RE00891,2023-02-01,2023,2,内蒙古,华北,水电,1077.71,99.92,97.9,-1.82,8.19,9.45,138.08,96.68,32.32,中
RE00909,2023-03-01,2023,3,内蒙古,华北,水电,1087.03,68.1,68.13,0.99,0.0,9.73,133.3,93.57,45.49,中
RE00927,2023-04-01,2023,4,内蒙古,华北,水电,1109.31,85.64,83.88,5.93,13.94,7.92,161.55,93.58,41.14,中
RE00945,2023-05-01,2023,5,内蒙古,华北,水电,1146.18,92.71,87.42,13.02,18.66,6.58,200.56,93.63,41.25,中
RE00963,2023-06-01,2023,6,内蒙古,华北,水电,1103.19,96.12,95.42,16.19,38.08,5.54,207.76,93.72,38.95,中
RE00981,2023-07-01,2023,7,内蒙古,华北,水电,1140.78,131.95,124.49,18.66,40.89,4.91,206.51,92.61,36.18,中
RE00999,2023-08-01,2023,8,内蒙古,华北,水电,1117.08,128.22,124.27,17.09,44.52,6.08,165.5,94.79,37.54,中
RE01017,2023-09-01,2023,9,内蒙古,华北,水电,1163.81,132.61,121.2,14.79,56.49,4.14,138.35,94.9,39.6,中
RE01035,2023-10-01,2023,10,内蒙古,华北,水电,1124.29,127.66,115.63,7.14,35.8,4.92,112.54,95.77,37.43,中
RE01053,2023-11-01,2023,11,内蒙古,华北,水电,1150.1,132.39,122.61,0.39,37.23,6.76,108.34,95.65,47.34,中
RE01071,2023-12-01,2023,12,内蒙古,华北,水电,1091.56,116.69,112.93,-2.15,34.25,7.36,101.7,94.73,40.43,中
RE01089,2024-01-01,2024,1,内蒙古,华北,水电,1148.16,112.93,102.76,-6.25,30.21,7.96,121.46,95.53,47.98,中
RE01107,2024-02-01,2024,2,内蒙古,华北,水电,1146.14,85.91,78.22,-2.72,7.17,9.68,128.89,97.47,47.06,中
RE01125,2024-03-01,2024,3,内蒙古,华北,水电,1167.81,89.29,77.93,-0.05,12.68,8.0,156.44,97.5,48.425,中
RE01143,2024-04-01,2024,4,内蒙古,华北,水电,1184.88,148.88,131.73,9.86,34.55,7.07,186.12,95.33,49.79,中
RE01161,2024-05-01,2024,5,内蒙古,华北,水电,1144.76,113.42,102.42,14.34,34.49,7.41,185.23,98.33,42.78,中
RE01179,2024-06-01,2024,6,内蒙古,华北,水电,1116.88,144.65,130.66,15.02,42.36,6.39,188.95,97.63,43.94,中
RE01197,2024-07-01,2024,7,内蒙古,华北,水电,1221.38,166.83,143.47,17.84,42.55,5.2,179.91,95.51,51.31,中
RE01215,2024-08-01,2024,8,内蒙古,华北,水电,1202.28,132.57,112.36,16.09,33.89,5.79,170.74,97.85,37.31,中
RE01233,2024-09-01,2024,9,内蒙古,华北,水电,1206.83,131.24,114.0,14.46,57.35,5.66,147.94,96.74,45.74,中
RE01251,2024-10-01,2024,10,内蒙古,华北,水电,1213.76,122.99,105.08,8.2,24.67,5.94,127.43,95.76,45.6,中
RE01269,2024-11-01,2024,11,内蒙古,华北,水电,1182.01,83.11,76.72,1.55,23.81,7.15,113.23,92.93,41.69,中
RE01287,2024-12-01,2024,12,内蒙古,华北,水电,1211.74,117.22,100.1,-3.37,5.82,7.15,89.22,96.45,42.15,中
RE01305,2025-01-01,2025,1,内蒙古,华北,水电,1187.83,78.52,68.79,-4.6,0.0,8.57,109.21,96.22,40.51,高
RE01323,2025-02-01,2025,2,内蒙古,华北,水电,1188.86,94.33,81.83,-3.97,0.0,8.09,132.08,96.22,35.81,高
